,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem,added_util
540,MobileNetV3,ImageNet,1,64,1,0.96,DCGAN,LSUN,1,128,1,0.839,59.733,26.147,5412,111.1485
103,MobileNetV3,ImageNet,1,128,1,0.984,EfficientNet,CIFAR-10,1,64,1,0.969,41.264,10.111,5528,111.471
188,PPO,LunarLander,1,128,0,1,LSTM,Wikitext2,1,64,0,0.997,95.778,68.714,5932,111.5325
1076,ResNet18,CIFAR-10,1,32,1,0.785,LSTM,Wikitext2,1,128,0,0.955,88.796,71.204,7968,111.6755
1332,MobileNetV2,CIFAR-10,1,128,0,0.976,TD3,BipedalWalker,1,128,0,1,64.947,37.92,6134,111.8275
423,MobileNetV3,ImageNet,1,128,0,1.006,PPO,LunarLander,1,64,0,1,18.03,3.788,6476,112.016
530,MobileNetV3,ImageNet,1,64,0,0.838,DCGAN,LSUN,1,32,1,0.992,48.905,20.446,6038,112.1055
1155,VGG,CIFAR-10,1,64,0,0.745,LSTM,Wikitext2,1,128,1,0.931,86.038,71.887,7684,112.1245
774,ResNet18,CIFAR-10,1,64,0,0.949,MobileNetV2,CIFAR-10,1,32,1,0.835,91.541,57.865,5002,112.203
1330,MobileNetV2,CIFAR-10,1,128,0,0.988,TD3,BipedalWalker,1,64,0,1,74.283,45.217,6134,112.2285
1145,VGG,CIFAR-10,1,32,1,0.739,LSTM,Wikitext2,1,64,1,0.941,84.845,67.086,7686,112.284
88,MobileNetV3,ImageNet,1,64,0,0.944,EfficientNet,CIFAR-10,1,64,0,0.839,44.613,16.667,6082,112.365
860,ResNet18,CIFAR-10,1,128,1,0.833,VGG,CIFAR-10,1,32,1,0.772,79.554,51.757,5782,112.431
306,VGG,CIFAR-10,1,32,1,0.721,DCGAN,LSUN,1,64,0,0.902,92.446,44.932,6482,112.556
421,MobileNetV3,ImageNet,1,128,0,1.009,PPO,LunarLander,1,32,0,1,14.103,0.044,2051,112.5875
1382,MobileNetV3,ImageNet,1,128,0,0.998,TD3,BipedalWalker,1,32,0,1,13.703,0,2059,112.6015
245,MobileNetV2,CIFAR-10,1,64,0,0.892,DCGAN,LSUN,1,64,1,0.892,88,49.573,5362,112.7095
40,MobileNetV3,ImageNet,1,32,0,0.95,MobileNetV2,CIFAR-10,1,64,0,0.956,70.468,39.299,5754,112.9015
125,MobileNetV3,ImageNet,1,64,0,0.916,VGG,CIFAR-10,1,64,1,0.946,48.694,25.597,6876,112.9285
461,MobileNetV2,CIFAR-10,1,128,0,0.986,PPO,LunarLander,1,128,0,1,87.253,54.19,6126,112.9735
1237,MobileNetV3,ImageNet,1,32,1,0.961,MobileNetV3,ImageNet,1,64,0,0.9,91.188,50.438,5716,112.9975
93,MobileNetV3,ImageNet,1,64,0,0.982,EfficientNet,CIFAR-10,1,128,1,0.952,49.753,16.26,5646,113.4075
770,ResNet18,CIFAR-10,1,32,0,1.039,MobileNetV2,CIFAR-10,1,128,1,0.849,91.562,56.219,5332,113.5115
1386,MobileNetV3,ImageNet,1,128,0,0.988,TD3,BipedalWalker,1,128,0,1,13.937,0,2059,113.7635
201,ResNet18,CIFAR-10,1,32,0,0.949,DCGAN,LSUN,1,128,1,0.81,86.857,48.792,5090,113.9805
274,EfficientNet,CIFAR-10,1,32,1,0.811,DCGAN,LSUN,1,128,0,0.91,95.918,37.411,5330,114.0245
1095,MobileNetV2,CIFAR-10,1,32,0,0.919,LSTM,Wikitext2,1,64,1,0.935,94.895,70.421,6280,114.0465
784,ResNet18,CIFAR-10,1,64,1,0.783,MobileNetV2,CIFAR-10,1,128,1,0.891,91.069,51.736,7798,114.08
1384,MobileNetV3,ImageNet,1,128,0,1.001,TD3,BipedalWalker,1,64,0,1,12.174,0,2059,114.1645
787,ResNet18,CIFAR-10,1,128,1,0.844,MobileNetV2,CIFAR-10,1,32,0,0.915,88.149,53.878,6566,114.1935
942,MobileNetV2,CIFAR-10,1,64,0,0.855,VGG,CIFAR-10,1,64,0,0.855,93.541,62.068,6644,114.237
254,MobileNetV2,CIFAR-10,1,128,1,0.821,DCGAN,LSUN,1,32,0,0.924,89.429,43.257,5472,114.27
1148,VGG,CIFAR-10,1,32,1,0.581,LSTM,Wikitext2,1,128,0,0.944,82.981,67.074,8400,114.2835
232,MobileNetV2,CIFAR-10,1,32,0,0.899,DCGAN,LSUN,1,64,0,0.908,95.027,44.986,5074,114.3185
1143,VGG,CIFAR-10,1,32,0,0.848,LSTM,Wikitext2,1,64,1,0.952,87.276,71.034,7158,114.406
13,MobileNetV3,ImageNet,1,64,0,0.88,ResNet18,CIFAR-10,1,32,1,0.941,53.311,26.716,5618,114.512
215,ResNet18,CIFAR-10,1,64,1,0.702,DCGAN,LSUN,1,128,1,0.823,83.122,49.973,5620,114.549
859,ResNet18,CIFAR-10,1,128,1,0.773,VGG,CIFAR-10,1,32,0,0.943,84.27,55.122,6492,114.553
63,MobileNetV3,ImageNet,1,128,1,0.996,MobileNetV2,CIFAR-10,1,32,1,0.923,44.466,14.178,5558,114.637
304,VGG,CIFAR-10,1,32,0,0.875,DCGAN,LSUN,1,64,0,0.893,93.553,44.908,5952,114.678
1285,DCGAN,LSUN,1,32,0,0.964,DCGAN,LSUN,1,128,1,0.756,93.605,45.25,5170,114.739
425,MobileNetV3,ImageNet,1,128,0,1.008,PPO,LunarLander,1,128,0,1,21.75,6.875,6476,114.9095
1163,VGG,CIFAR-10,1,128,0,0.897,LSTM,Wikitext2,1,128,1,0.917,92.611,77.111,7894,115.3665
1268,MobileNetV3,ImageNet,1,64,1,1.049,LSTM,Wikitext2,1,128,1,1.02,64.722,56.13,5345,115.3695
1105,MobileNetV2,CIFAR-10,1,64,1,0.833,LSTM,Wikitext2,1,64,1,0.911,90.964,66.911,6334,115.4295
792,ResNet18,CIFAR-10,1,128,1,0.774,MobileNetV2,CIFAR-10,1,64,1,0.828,90.493,52.329,6708,115.5765
246,MobileNetV2,CIFAR-10,1,64,1,0.863,DCGAN,LSUN,1,64,0,0.947,93.676,44.311,5152,115.7015
1161,VGG,CIFAR-10,1,128,1,0.917,LSTM,Wikitext2,1,64,1,0.92,91.018,72.482,6322,115.782
822,ResNet18,CIFAR-10,1,128,0,0.981,EfficientNet,CIFAR-10,1,32,1,0.904,95.89,64.781,5270,115.9045
868,ResNet18,CIFAR-10,1,128,1,0.761,VGG,CIFAR-10,1,128,1,1.014,92.948,55.078,7840,115.929
1098,MobileNetV2,CIFAR-10,1,32,0,0.757,LSTM,Wikitext2,1,128,0,0.962,94.731,71.75,8146,116.046
330,VGG,CIFAR-10,1,128,1,0.959,DCGAN,LSUN,1,64,0,0.922,94.08,48.627,5116,116.054
1146,VGG,CIFAR-10,1,32,0,0.733,LSTM,Wikitext2,1,128,0,0.946,87.698,71.906,9024,116.4055
205,ResNet18,CIFAR-10,1,64,0,0.926,DCGAN,LSUN,1,32,1,0.9,92.579,56.711,5412,116.464
813,ResNet18,CIFAR-10,1,64,0,0.87,EfficientNet,CIFAR-10,1,64,0,0.897,92.307,52.04,5448,116.7235
121,MobileNetV3,ImageNet,1,64,0,0.961,VGG,CIFAR-10,1,32,1,0.853,46.658,24.575,6050,117.12
850,ResNet18,CIFAR-10,1,64,0,0.867,VGG,CIFAR-10,1,64,1,0.884,91.493,61.667,6270,117.287
6,MobileNetV3,ImageNet,1,32,1,0.974,ResNet18,CIFAR-10,1,64,0,0.927,87.855,47.368,5116,117.356
1108,MobileNetV2,CIFAR-10,1,64,1,0.683,LSTM,Wikitext2,1,128,0,0.954,90.66,69.396,8200,117.429
946,MobileNetV2,CIFAR-10,1,64,0,0.81,VGG,CIFAR-10,1,128,0,0.969,97.587,61.8,7554,117.479
54,MobileNetV3,ImageNet,1,64,1,0.962,MobileNetV2,CIFAR-10,1,64,0,0.887,67.72,36.307,5738,117.482
1120,EfficientNet,CIFAR-10,1,32,1,0.874,LSTM,Wikitext2,1,64,0,0.955,100,71.724,6082,117.7645
818,ResNet18,CIFAR-10,1,64,0,0.859,EfficientNet,CIFAR-10,1,128,1,0.779,91.548,51.315,5820,117.766
1164,VGG,CIFAR-10,1,128,1,0.702,LSTM,Wikitext2,1,128,0,0.948,86.549,70.98,8188,117.7815
272,EfficientNet,CIFAR-10,1,32,0,0.87,DCGAN,LSUN,1,128,0,0.893,95.824,38.338,5426,118.037
889,MobileNetV2,CIFAR-10,1,128,1,0.806,MobileNetV2,CIFAR-10,1,128,1,0.818,90.958,49.028,6138,118.122
1075,ResNet18,CIFAR-10,1,32,0,0.815,LSTM,Wikitext2,1,128,1,0.928,87.865,69.885,7708,118.2015
263,MobileNetV2,CIFAR-10,1,128,1,0.806,DCGAN,LSUN,1,128,1,0.787,87.471,46.414,6364,118.591
1085,ResNet18,CIFAR-10,1,64,1,0.671,LSTM,Wikitext2,1,128,1,0.953,87.604,69.509,8984,118.77
1135,EfficientNet,CIFAR-10,1,128,0,0.852,LSTM,Wikitext2,1,64,1,0.945,97.035,70.561,6364,118.7895
745,ResNet18,CIFAR-10,1,32,1,0.851,ResNet18,CIFAR-10,1,64,0,0.885,93.486,59.905,5012,118.8705
48,MobileNetV3,ImageNet,1,64,0,0.968,MobileNetV2,CIFAR-10,1,32,0,0.923,51.96,24.307,5796,118.8825
544,MobileNetV3,ImageNet,1,128,1,0.913,DCGAN,LSUN,1,32,1,0.924,46.178,17.986,6012,118.898
831,ResNet18,CIFAR-10,1,128,1,0.868,EfficientNet,CIFAR-10,1,128,0,0.907,91.88,48.227,7464,118.9365
380,DCGAN,LSUN,1,32,0,0.79,LSTM,Wikitext2,1,128,1,0.903,88.327,65.212,7800,118.96
1297,DCGAN,LSUN,1,128,1,0.822,DCGAN,LSUN,1,128,1,0.808,82.87,45.468,5402,119.06
292,EfficientNet,CIFAR-10,1,128,0,0.812,DCGAN,LSUN,1,64,0,0.895,96.132,43.118,5792,119.0615
286,EfficientNet,CIFAR-10,1,64,1,0.761,DCGAN,LSUN,1,128,0,0.878,94.811,37.486,5410,119.106
102,MobileNetV3,ImageNet,1,128,1,0.982,EfficientNet,CIFAR-10,1,64,0,0.913,48.473,14.378,6004,119.1575
915,MobileNetV2,CIFAR-10,1,128,0,0.953,EfficientNet,CIFAR-10,1,32,1,0.913,97.387,63.227,6384,119.2055
120,MobileNetV3,ImageNet,1,64,0,0.943,VGG,CIFAR-10,1,32,0,0.977,52.392,27.946,6674,119.242
139,MobileNetV3,ImageNet,1,128,1,0.895,VGG,CIFAR-10,1,64,1,0.924,53.149,24.919,6928,119.721
1242,MobileNetV3,ImageNet,1,32,1,0.96,MobileNetV3,ImageNet,1,128,1,0.933,94.625,41.625,5704,119.79
821,ResNet18,CIFAR-10,1,128,0,0.954,EfficientNet,CIFAR-10,1,32,0,0.888,96.413,64.173,6712,119.917
107,MobileNetV3,ImageNet,1,128,1,0.941,EfficientNet,CIFAR-10,1,128,1,0.955,48.5,13.014,5596,120.2
53,MobileNetV3,ImageNet,1,64,0,0.954,MobileNetV2,CIFAR-10,1,64,1,0.933,52.247,22.342,5850,120.2655
765,ResNet18,CIFAR-10,1,32,0,0.939,MobileNetV2,CIFAR-10,1,64,0,0.871,97.447,57.816,5422,120.314
386,DCGAN,LSUN,1,64,1,0.854,LSTM,Wikitext2,1,64,1,0.885,88.236,65.164,6102,120.4655
223,ResNet18,CIFAR-10,1,128,1,0.82,DCGAN,LSUN,1,64,1,0.845,88.707,50.467,5588,120.6125
129,MobileNetV3,ImageNet,1,64,0,0.863,VGG,CIFAR-10,1,128,1,1.056,58.493,36.56,5954,120.618
1254,MobileNetV3,ImageNet,1,32,0,1.2,LSTM,Wikitext2,1,64,1,1.021,75.286,60.429,3775,120.6575
1289,DCGAN,LSUN,1,64,0,0.868,DCGAN,LSUN,1,64,1,0.698,95.855,40.368,4896,120.7375
1138,EfficientNet,CIFAR-10,1,128,0,0.651,LSTM,Wikitext2,1,128,0,0.939,94.151,68.83,8864,120.789
9,MobileNetV3,ImageNet,1,32,0,1.046,ResNet18,CIFAR-10,1,128,1,0.878,70.541,42.041,5714,120.8045
779,ResNet18,CIFAR-10,1,64,1,0.748,MobileNetV2,CIFAR-10,1,64,0,0.895,90.461,57.895,6674,120.8825
521,MobileNetV3,ImageNet,1,32,0,0.973,DCGAN,LSUN,1,64,0,0.982,79.038,35.756,5044,120.9295
826,ResNet18,CIFAR-10,1,128,0,0.936,EfficientNet,CIFAR-10,1,64,1,0.892,96.747,59.587,5386,120.986
240,MobileNetV2,CIFAR-10,1,64,0,0.84,DCGAN,LSUN,1,32,0,0.898,94.8,53.227,5524,121.0725
97,MobileNetV3,ImageNet,1,128,0,0.946,EfficientNet,CIFAR-10,1,32,1,0.941,40.639,13.792,6626,121.1415
27,MobileNetV3,ImageNet,1,128,1,0.862,ResNet18,CIFAR-10,1,32,1,0.968,54.934,27.566,5568,121.3045
846,ResNet18,CIFAR-10,1,64,0,0.846,VGG,CIFAR-10,1,32,1,0.824,88.068,60.203,5900,121.4785
1118,EfficientNet,CIFAR-10,1,32,0,0.872,LSTM,Wikitext2,1,64,0,0.966,100,74.133,6214,121.777
1151,VGG,CIFAR-10,1,64,0,0.757,LSTM,Wikitext2,1,64,1,0.879,90.818,74.364,7156,121.993
863,ResNet18,CIFAR-10,1,128,1,0.799,VGG,CIFAR-10,1,64,0,0.869,92.693,65.12,7642,122.14
316,VGG,CIFAR-10,1,64,0,0.817,DCGAN,LSUN,1,64,0,0.849,97.105,52.25,6324,122.265
238,MobileNetV2,CIFAR-10,1,32,1,0.705,DCGAN,LSUN,1,128,0,0.889,95.685,40.918,5438,122.272
389,DCGAN,LSUN,1,64,1,0.701,LSTM,Wikitext2,1,128,0,0.963,88.212,68.635,7968,122.465
1257,MobileNetV3,ImageNet,1,32,0,1.106,LSTM,Wikitext2,1,128,0,0.988,75.269,61.673,5641,122.657
1117,MobileNetV2,CIFAR-10,1,128,1,0.685,LSTM,Wikitext2,1,128,1,0.924,90.255,69.455,8856,122.812
1128,EfficientNet,CIFAR-10,1,64,1,0.818,LSTM,Wikitext2,1,64,0,0.945,100,72.6,6196,122.846
914,MobileNetV2,CIFAR-10,1,128,0,0.898,EfficientNet,CIFAR-10,1,32,0,0.968,97.133,60.827,6382,123.218
773,ResNet18,CIFAR-10,1,64,0,0.82,MobileNetV2,CIFAR-10,1,32,0,0.919,94.147,61.373,5190,123.241
398,DCGAN,LSUN,1,128,1,0.757,LSTM,Wikitext2,1,128,1,0.925,89.907,68.704,8032,123.281
845,ResNet18,CIFAR-10,1,64,0,0.783,VGG,CIFAR-10,1,32,0,0.93,94.04,58.053,6068,123.6005
92,MobileNetV3,ImageNet,1,64,0,0.879,EfficientNet,CIFAR-10,1,128,0,0.906,55.197,22.658,5868,123.6255
135,MobileNetV3,ImageNet,1,128,1,0.924,VGG,CIFAR-10,1,32,1,0.846,41.904,19.342,6000,123.9125
1154,VGG,CIFAR-10,1,64,0,0.609,LSTM,Wikitext2,1,128,0,0.933,91.283,75.019,9222,123.9925
786,ResNet18,CIFAR-10,1,128,0,0.927,MobileNetV2,CIFAR-10,1,32,1,0.768,97.757,67.554,7582,124.152
919,MobileNetV2,CIFAR-10,1,128,0,0.919,EfficientNet,CIFAR-10,1,64,1,0.868,97.108,61.649,6318,124.287
778,ResNet18,CIFAR-10,1,64,0,0.817,MobileNetV2,CIFAR-10,1,64,1,0.88,92.27,57.27,5246,124.624
884,MobileNetV2,CIFAR-10,1,64,0,0.898,MobileNetV2,CIFAR-10,1,128,1,0.807,94.958,58.225,5984,124.9245
854,ResNet18,CIFAR-10,1,64,0,0.788,VGG,CIFAR-10,1,128,1,0.949,96.243,65.284,6464,124.9765
96,MobileNetV3,ImageNet,1,128,0,0.924,EfficientNet,CIFAR-10,1,32,0,0.955,42.792,15.153,6758,125.154
1159,VGG,CIFAR-10,1,128,0,0.958,LSTM,Wikitext2,1,64,1,0.852,95.056,79.13,6324,125.235
1264,MobileNetV3,ImageNet,1,64,1,1.053,LSTM,Wikitext2,1,64,1,1.022,74.544,60.281,3775,125.238
534,MobileNetV3,ImageNet,1,64,0,0.929,DCGAN,LSUN,1,64,1,0.929,57.078,25.87,5618,125.3015
867,ResNet18,CIFAR-10,1,128,1,0.646,VGG,CIFAR-10,1,128,0,1.03,99.382,63.053,8048,125.382
23,MobileNetV3,ImageNet,1,64,1,0.997,ResNet18,CIFAR-10,1,128,1,0.904,76.267,46.333,5760,125.385
249,MobileNetV2,CIFAR-10,1,64,0,0.867,DCGAN,LSUN,1,128,1,0.784,92.6,57.267,6494,125.3935
1235,MobileNetV3,ImageNet,1,32,0,0.819,MobileNetV3,ImageNet,1,64,0,0.861,93.588,57.529,5982,125.4935
328,VGG,CIFAR-10,1,128,0,0.941,DCGAN,LSUN,1,64,0,0.76,96.727,57.961,6334,125.507
535,MobileNetV3,ImageNet,1,64,1,0.873,DCGAN,LSUN,1,64,0,0.952,79.855,33.382,5020,125.51
62,MobileNetV3,ImageNet,1,128,1,0.916,MobileNetV2,CIFAR-10,1,32,0,0.966,51.853,23.187,5848,125.675
1096,MobileNetV2,CIFAR-10,1,32,1,0.768,LSTM,Wikitext2,1,64,0,0.926,100,73.807,6226,126.012
134,MobileNetV3,ImageNet,1,128,1,0.867,VGG,CIFAR-10,1,32,0,0.971,53.712,26.849,6676,126.0345
101,MobileNetV3,ImageNet,1,128,0,0.931,EfficientNet,CIFAR-10,1,64,1,1.056,47.054,15.703,6740,126.223
1286,DCGAN,LSUN,1,32,1,0.681,DCGAN,LSUN,1,128,0,0.881,95.526,41.25,5848,126.533
284,EfficientNet,CIFAR-10,1,64,0,0.678,DCGAN,LSUN,1,128,0,0.858,96.342,39.616,5884,126.7925
124,MobileNetV3,ImageNet,1,64,0,0.823,VGG,CIFAR-10,1,64,0,0.801,60.387,32.613,6872,126.829
67,MobileNetV3,ImageNet,1,128,1,0.882,MobileNetV2,CIFAR-10,1,64,1,0.864,50.153,19.319,5884,127.058
1162,VGG,CIFAR-10,1,128,0,0.81,LSTM,Wikitext2,1,128,0,0.918,95.64,79.18,8190,127.2345
1267,MobileNetV3,ImageNet,1,64,1,1.04,LSTM,Wikitext2,1,128,0,0.999,75.385,62.135,5641,127.2375
322,VGG,CIFAR-10,1,64,1,0.707,DCGAN,LSUN,1,128,0,0.875,96.553,51.421,6706,127.356
143,MobileNetV3,ImageNet,1,128,1,0.825,VGG,CIFAR-10,1,128,1,1.058,53.507,28.84,5964,127.4105
527,MobileNetV3,ImageNet,1,32,1,0.745,DCGAN,LSUN,1,128,0,0.893,93.711,33.395,5466,127.425
878,MobileNetV2,CIFAR-10,1,32,1,0.877,MobileNetV2,CIFAR-10,1,128,0,0.9,97.427,63.8,6420,127.453
408,LSTM,Wikitext2,1,128,1,0.825,LSTM,Wikitext2,1,128,1,0.824,100,91.698,10662,127.502
298,EfficientNet,CIFAR-10,1,128,1,0.644,DCGAN,LSUN,1,128,0,0.841,97.808,38.397,5476,127.835
817,ResNet18,CIFAR-10,1,64,0,0.809,EfficientNet,CIFAR-10,1,128,0,0.834,95.293,57.507,6788,127.984
1071,ResNet18,CIFAR-10,1,32,0,0.927,LSTM,Wikitext2,1,64,1,0.858,92.161,72.589,6132,128.07
748,ResNet18,CIFAR-10,1,32,0,0.944,ResNet18,CIFAR-10,1,128,1,0.767,94.838,64.405,6424,128.217
196,ResNet18,CIFAR-10,1,32,0,0.801,DCGAN,LSUN,1,64,0,0.819,98.133,48.8,4956,128.342
217,ResNet18,CIFAR-10,1,128,0,0.892,DCGAN,LSUN,1,32,1,0.797,97.053,65.96,7134,128.413
1081,ResNet18,CIFAR-10,1,64,1,0.71,LSTM,Wikitext2,1,64,1,0.948,93.75,75.179,7414,128.6385
825,ResNet18,CIFAR-10,1,128,0,0.897,EfficientNet,CIFAR-10,1,64,0,0.805,97.541,63.892,5860,128.6725
757,ResNet18,CIFAR-10,1,64,1,0.729,ResNet18,CIFAR-10,1,128,1,0.789,91.36,61.213,8328,128.7855
376,DCGAN,LSUN,1,32,0,0.848,LSTM,Wikitext2,1,64,1,0.895,96.259,69.444,6230,128.8285
210,ResNet18,CIFAR-10,1,64,1,0.669,DCGAN,LSUN,1,64,0,0.923,93.095,50.176,6208,128.9105
202,ResNet18,CIFAR-10,1,32,1,0.682,DCGAN,LSUN,1,128,0,0.906,96.211,47,5448,128.9395
218,ResNet18,CIFAR-10,1,128,1,0.749,DCGAN,LSUN,1,32,0,0.914,92.149,51.541,6516,128.9755
1280,DCGAN,LSUN,1,32,0,0.757,DCGAN,LSUN,1,64,0,0.843,97.397,44.026,5386,129.1005
862,ResNet18,CIFAR-10,1,128,0,0.86,VGG,CIFAR-10,1,64,1,0.774,96.867,72.12,6828,129.236
10,MobileNetV3,ImageNet,1,32,1,0.921,ResNet18,CIFAR-10,1,128,0,1.003,94.27,65.432,5500,129.305
61,MobileNetV3,ImageNet,1,128,0,0.887,MobileNetV2,CIFAR-10,1,32,1,0.879,45.845,17.845,6770,129.389
1107,MobileNetV2,CIFAR-10,1,64,0,0.771,LSTM,Wikitext2,1,128,1,0.895,96.698,75.528,8386,129.6145
209,ResNet18,CIFAR-10,1,64,0,0.845,DCGAN,LSUN,1,64,1,0.86,94.171,57.789,5012,129.66
830,ResNet18,CIFAR-10,1,128,0,0.909,EfficientNet,CIFAR-10,1,128,1,0.718,97.625,64.25,7562,129.715
4,MobileNetV3,ImageNet,1,32,0,0.971,ResNet18,CIFAR-10,1,64,0,0.88,79.855,50.184,5378,129.852
1074,ResNet18,CIFAR-10,1,32,0,0.735,LSTM,Wikitext2,1,128,0,0.944,92.5,74.808,7998,130.0695
128,MobileNetV3,ImageNet,1,64,0,0.727,VGG,CIFAR-10,1,128,0,1.069,65.053,38.118,7278,130.071
1244,MobileNetV3,ImageNet,1,64,0,0.86,MobileNetV3,ImageNet,1,64,1,0.902,100,56.562,5984,130.074
377,DCGAN,LSUN,1,32,1,0.784,LSTM,Wikitext2,1,64,0,0.921,100,77.564,6636,130.273
106,MobileNetV3,ImageNet,1,128,1,0.92,EfficientNet,CIFAR-10,1,128,0,0.904,54.447,20.763,5818,130.418
1126,EfficientNet,CIFAR-10,1,64,0,0.74,LSTM,Wikitext2,1,64,0,0.919,100,73.232,6672,130.5325
1084,ResNet18,CIFAR-10,1,64,1,0.609,LSTM,Wikitext2,1,128,0,0.945,91.2,73.42,9280,130.638
749,ResNet18,CIFAR-10,1,32,1,0.787,ResNet18,CIFAR-10,1,128,0,0.897,97.813,70.293,5424,130.8195
379,DCGAN,LSUN,1,32,0,0.718,LSTM,Wikitext2,1,128,0,0.917,95.627,70.627,8096,130.828
1152,VGG,CIFAR-10,1,64,1,0.709,LSTM,Wikitext2,1,64,0,0.934,100,78.161,7494,131.096
1255,MobileNetV3,ImageNet,1,32,1,1.078,LSTM,Wikitext2,1,64,0,0.992,100,72.424,3909,131.165
849,ResNet18,CIFAR-10,1,64,0,0.751,VGG,CIFAR-10,1,64,0,0.872,97.027,70.667,6266,131.1875
310,VGG,CIFAR-10,1,32,1,0.647,DCGAN,LSUN,1,128,0,0.879,96.368,48.421,5880,131.5475
1136,EfficientNet,CIFAR-10,1,128,1,0.675,LSTM,Wikitext2,1,64,0,0.918,97.918,70.361,6608,131.575
253,MobileNetV2,CIFAR-10,1,128,0,0.88,DCGAN,LSUN,1,32,1,0.836,97.053,66.64,6830,131.714
880,MobileNetV2,CIFAR-10,1,64,0,0.829,MobileNetV2,CIFAR-10,1,64,0,0.846,97.851,64.081,6076,131.727
918,MobileNetV2,CIFAR-10,1,128,0,0.871,EfficientNet,CIFAR-10,1,64,0,0.841,98.645,62.526,6944,131.9735
548,MobileNetV3,ImageNet,1,128,1,0.849,DCGAN,LSUN,1,64,1,0.919,55.347,22.32,5652,132.094
1240,MobileNetV3,ImageNet,1,32,0,0.841,MobileNetV3,ImageNet,1,128,1,0.876,96.667,49.533,6092,132.286
955,MobileNetV2,CIFAR-10,1,128,0,0.842,VGG,CIFAR-10,1,64,1,0.813,97.539,69.908,7688,132.537
46,MobileNetV3,ImageNet,1,32,1,0.957,MobileNetV2,CIFAR-10,1,128,0,0.965,96.373,62.253,6500,132.606
1072,ResNet18,CIFAR-10,1,32,1,0.762,LSTM,Wikitext2,1,64,0,0.917,100,79.175,6236,132.6795
1113,MobileNetV2,CIFAR-10,1,128,1,0.704,LSTM,Wikitext2,1,64,1,0.887,94.483,72.569,7222,132.6805
796,ResNet18,CIFAR-10,1,128,1,0.779,MobileNetV2,CIFAR-10,1,128,1,0.788,93.928,59.609,6012,132.8275
12,MobileNetV3,ImageNet,1,64,0,0.825,ResNet18,CIFAR-10,1,32,0,1.02,70.171,33.434,5674,132.906
258,MobileNetV2,CIFAR-10,1,128,1,0.742,DCGAN,LSUN,1,64,0,0.898,96.429,52.243,6296,132.9525
923,MobileNetV2,CIFAR-10,1,128,0,0.874,EfficientNet,CIFAR-10,1,128,1,0.789,97.764,61.75,7356,133.016
394,DCGAN,LSUN,1,128,1,0.758,LSTM,Wikitext2,1,64,1,0.93,94.224,73.069,6462,133.1495
227,ResNet18,CIFAR-10,1,128,1,0.742,DCGAN,LSUN,1,128,1,0.77,95.382,56.974,6746,133.2965
236,MobileNetV2,CIFAR-10,1,32,0,0.606,DCGAN,LSUN,1,128,0,0.81,98,46.176,5712,133.31
1292,DCGAN,LSUN,1,64,0,0.883,DCGAN,LSUN,1,128,1,0.732,94.467,49.64,5256,133.4215
858,ResNet18,CIFAR-10,1,128,0,0.862,VGG,CIFAR-10,1,32,1,0.677,96.333,69.827,5856,133.4275
17,MobileNetV3,ImageNet,1,64,0,0.847,ResNet18,CIFAR-10,1,64,1,0.791,64.421,36.368,6930,133.4745
138,MobileNetV3,ImageNet,1,128,1,0.802,VGG,CIFAR-10,1,64,0,0.857,62.5,32.947,6882,133.6215
542,MobileNetV3,ImageNet,1,128,0,0.847,DCGAN,LSUN,1,32,1,0.972,48.877,23.288,7180,133.65
529,MobileNetV3,ImageNet,1,64,0,0.812,DCGAN,LSUN,1,32,0,0.895,63.064,25.962,5776,133.6645
308,VGG,CIFAR-10,1,32,0,0.716,DCGAN,LSUN,1,128,0,0.81,98.027,46,6504,133.6695
100,MobileNetV3,ImageNet,1,128,0,0.888,EfficientNet,CIFAR-10,1,64,0,0.872,49.833,19.056,7216,133.9095
771,ResNet18,CIFAR-10,1,32,1,0.844,MobileNetV2,CIFAR-10,1,128,0,0.8,98.014,69.203,6468,134.1205
853,ResNet18,CIFAR-10,1,64,0,0.644,VGG,CIFAR-10,1,128,0,0.942,98.373,63.347,6716,134.4295
18,MobileNetV3,ImageNet,1,64,1,0.933,ResNet18,CIFAR-10,1,64,0,0.909,88.147,49.147,5388,134.4325
137,MobileNetV3,ImageNet,1,128,0,0.797,VGG,CIFAR-10,1,64,1,0.985,54.932,32.662,8038,134.473
1241,MobileNetV3,ImageNet,1,32,1,0.93,MobileNetV3,ImageNet,1,128,0,0.86,100,61.75,6832,134.542
1116,MobileNetV2,CIFAR-10,1,128,1,0.641,LSTM,Wikitext2,1,128,0,0.944,95.491,75.415,8630,134.68
250,MobileNetV2,CIFAR-10,1,64,1,0.651,DCGAN,LSUN,1,128,0,0.897,97.288,46,5678,134.693
105,MobileNetV3,ImageNet,1,128,0,0.884,EfficientNet,CIFAR-10,1,128,1,0.884,49.817,17.789,6808,134.952
334,VGG,CIFAR-10,1,128,1,0.813,DCGAN,LSUN,1,128,0,0.844,97.027,52.267,6900,135.0455
397,DCGAN,LSUN,1,128,1,0.633,LSTM,Wikitext2,1,128,0,0.939,91.528,71.962,8328,135.149
